playerName,age,hometown,college,team,number,height,weight,experience,id
"Louis, Lamar",23.0,"Breaux Bridge , LA",LSU,Baltimore Ravens,59,180.34,105.23,1st season,lamarlouis/2556438
"Havenstein, Rob",25.0,"Mount Airy , MD",Wisconsin,Los Angeles Rams,79,200.66,145.6,3rd season,robhavenstein/2552363
"Bryant, Martavis",25.0,"Calhoun Falls , SC",Clemson,Pittsburgh Steelers,10,193.04,95.71,3rd season,martavisbryant/2543572
"White, James",25.0,"Fort Lauderdale , FL",Wisconsin,New England Patriots,28,177.8,92.99,4th season,jameswhite/2543773
"Smith, Jimmy",28.0,"San Diego Co. , CA",Colorado,Baltimore Ravens,22,187.96,95.25,7th season,jimmysmith/2508107
"Whittaker, Fozzy",28.0,"Houston , TX",Texas,Carolina Panthers,43,177.8,92.99,5th season,fozzywhittaker/2540037
"Pasztor, Austin",26.0,"Langton , Ontario",Virginia,Cleveland Browns,67,200.66,139.71,5th season,austinpasztor/2535837
"Barrington, Sam",26.0,"Orlando , FL",South Florida,New Orleans Saints,97,185.42,108.86,5th season,sambarrington/2540280
"Celek, Garrett",29.0,"Cincinnati , OH",Michigan State,San Francisco 49ers,88,195.58,114.31,6th season,garrettcelek/2534820
"Reed, Brooks",30.0,"Tucson , AZ",Arizona,Atlanta Falcons,50,190.5,115.21,7th season,brooksreed/2495218
"Thompson, Darian",23.0,"Lancaster , CA",Boise State,New York Giants,27,185.42,96.62,2nd season,darianthompson/2555154
"Felton, Jerome",30.0,Duren Germany,Furman,Buffalo Bills,42,182.88,112.49,10th season,jeromefelton/230
"Windt, Mike",31.0,"Cincinnati , OH",Cincinnati,Los Angeles Chargers,47,185.42,107.5,8th season,mikewindt/2507845
"Floyd, Leonard",24.0,"Atlanta , GA",Georgia,Chicago Bears,94,190.5,108.86,2nd season,leonardfloyd/2555285
"Peake, Charone",24.0,"Spartanburg , SC",Clemson,New York Jets,17,187.96,94.8,2nd season,charonepeake/2555477
"Thomas, Cam",30.0,"Eagle Springs , NC",North Carolina,Los Angeles Rams,92,193.04,151.95,8th season,camthomas/496865
"Williamson, Avery",25.0,"Cleveland , OH",Kentucky,Tennessee Titans,54,185.42,111.58,4th season,averywilliamson/2543597
"Thielen, Adam",26.0,"Detroit Lakes , MN",Minnesota State,Minnesota Vikings,19,187.96,90.72,4th season,adamthielen/2541785
"Hughes, Jerry",28.0,"Sugar Land , TX",Texas Christian,Buffalo Bills,55,187.96,115.21,8th season,jerryhughes/496796
"Henderson, Seantrel",25.0,"Minneapolis , MN",Miami (Fla.),Buffalo Bills,66,200.66,150.14,4th season,seantrelhenderson/2543730
"Golden, Robert",26.0,"Fresno , CA",Arizona,Pittsburgh Steelers,21,180.34,91.63,6th season,robertgolden/2534822
"Harris, Anthony",25.0,"Richmond , VA",Virginia,Minnesota Vikings,41,185.42,87.09,3rd season,anthonyharris/2553655
"Blue, Alfred",26.0,"Marrero , LA",LSU,Houston Texans,28,187.96,102.06,4th season,alfredblue/2543600
"Branch, Andre",27.0,"Richmond , VA",Clemson,Miami Dolphins,50,195.58,119.29,6th season,andrebranch/2532801
"Harris, David",33.0,"Grand Rapids , MI",Michigan,New York Jets,52,187.96,113.4,11th season,davidharris/2495621
"Johnson, Randell",26.0,"Miami , FL",Florida Atlantic,New York Jets,49,193.04,111.13,3rd season,randelljohnson/2549915
"Zenner, Zach",25.0,"Eagan , MN",South Dakota,Detroit Lions,34,180.34,100.24,3rd season,zachzenner/2553631
"Brissett, Jacoby",24.0,"West Palm Beach , FL",North Carolina State,New England Patriots,7,193.04,106.59,2nd season,jacobybrissett/2555261
"Cutler, Jay",34.0,"Columbus , GA",Vanderbilt,Chicago Bears,6,190.5,104.78,12th season,jaycutler/2495824
"Allen, Dwayne",27.0,"Fayetteville , NC",Clemson,New England Patriots,83,190.5,120.2,6th season,dwayneallen/2533046
"Moore, Matt",32.0,"Van Nuys , CA",Oregon State,Miami Dolphins,8,190.5,102.06,10th season,mattmoore/2507282
"Goldman, Eddie",23.0,"Washington , DC",Florida State,Chicago Bears,91,193.04,145.15,3rd season,eddiegoldman/2552489
"Carradine, Tank",28.0,"Cincinnati , OH",Florida State,San Francisco 49ers,95,193.04,133.81,5th season,tankcarradine/2539224
"Shaw, Josh",25.0,"Carson , CA",USC,Cincinnati Bengals,26,185.42,90.72,3rd season,joshshaw/2552259
"Tuerk, Max",23.0,"Trabuco Canyon , CA",USC,Los Angeles Chargers,62,195.58,135.17,2nd season,maxtuerk/2555187
"Tartt, Jaquiski",25.0,"Mobile , AL",Samford,San Francisco 49ers,29,185.42,100.24,3rd season,jaquiskitartt/2552391
"Woods, Antwaun",24.0,"Los Angeles , CA",USC,Tennessee Titans,75,185.42,148.78,1st season,antwaunwoods/2556792
"Austin, Tavon",27.0,"Baltimore , MD",West Virginia,Los Angeles Rams,11,172.72,79.83,5th season,tavonaustin/2539336
"King, Tavarres",26.0,"Cornelia , GA",Georgia,New York Giants,15,185.42,90.72,3rd season,tavarresking/2539235
"Wilkerson, Muhammad",27.0,"Elizabeth , NJ",Temple,New York Jets,96,193.04,142.88,7th season,muhammadwilkerson/2495490
"Martin, Josh",25.0,"Houston , TX",Columbia,New York Jets,95,190.5,111.13,5th season,joshmartin/2541864
"McKissic, J.D.",23.0,"Phenix City , AL",Arkansas State,Seattle Seahawks,30,177.8,84.82,1st season,j.d.mckissic/2556440
"McCluster, Dexter",28.0,"Largo , FL",Mississippi,Los Angeles Chargers,33,172.72,77.11,8th season,dextermccluster/497190
"Reaser, Keith",25.0,"Miami , FL",Florida Atlantic,San Francisco 49ers,27,182.88,86.18,3rd season,keithreaser/2543582
"Winn, Billy",28.0,"Las Vegas , NV",Boise State,Denver Broncos,97,193.04,136.08,5th season,billywinn/2532976
"Westbrooks, Ethan",26.0,"Oakland , CA",West Texas A&M,Los Angeles Rams,93,193.04,121.11,4th season,ethanwestbrooks/2550449
"Jack, Myles",21.0,"Scottsdale , AZ",UCLA,Jacksonville Jaguars,44,185.42,112.04,2nd season,mylesjack/2555329
"Hager, Bryce",25.0,"Austin , TX",Baylor,Los Angeles Rams,54,185.42,106.59,3rd season,brycehager/2552307
"Heuerman, Jeff",24.0,"Naples , FL",Ohio State,Denver Broncos,82,195.58,115.67,3rd season,jeffheuerman/2552399
"Fede, Terrence",25.0,"Spring Valley , NY",Marist,Miami Dolphins,78,193.04,121.11,4th season,terrencefede/2550160
"Dzubnar, Nick",25.0,"Anaheim , CA",Cal Poly-S.L.O.,Los Angeles Chargers,48,185.42,108.86,3rd season,nickdzubnar/2553877
"Kendricks, Mychal",26.0,"Fresno , CA",California,Philadelphia Eagles,95,182.88,108.86,6th season,mychalkendricks/2532890
"Elliott, Ezekiel",21.0,"Alton , IL",Ohio State,Dallas Cowboys,21,182.88,102.06,2nd season,ezekielelliott/2555224
"Garnett, Joshua",23.0,"Auburn , WA",Stanford,San Francisco 49ers,65,195.58,145.6,2nd season,joshuagarnett/2555138
"Robertson, Craig",29.0,"Stafford , TX",North Texas,New Orleans Saints,52,185.42,106.14,6th season,craigrobertson/2532431
"Williams, Trent",28.0,"Longview , TX",Oklahoma,Washington Redskins,71,195.58,145.15,8th season,trentwilliams/497073
"Lynch, Marshawn",31.0,"Oakland , CA",California,Oakland Raiders,24,180.34,97.52,9th season,marshawnlynch/2495663
"Moats, Arthur",29.0,"Havelock , NC",James Madison,Pittsburgh Steelers,55,182.88,111.58,8th season,arthurmoats/496825
"Smith, Lee",29.0,"Powell , TN",Marshall,Oakland Raiders,86,198.12,120.2,7th season,leesmith/2495347
"Berry, Jordan",26.0,Essendon Australia,Eastern Kentucky,Pittsburgh Steelers,4,195.58,88.45,3rd season,jordanberry/2553348
"Tapp, Darryl",32.0,"Portsmouth , VA",Virginia Tech,New Orleans Saints,55,185.42,122.47,12th season,darryltapp/2506899
"Price, Sheldon",26.0,"Long Beach , CA",UCLA,Baltimore Ravens,27,187.96,88.0,2nd season,sheldonprice/2539670
"Bosher, Matt",29.0,"Greenacres , FL",Miami (Fla.),Atlanta Falcons,5,182.88,94.35,7th season,mattbosher/2495124
"Langi, Harvey",24.0,"South Jordan , UT",Brigham Young,New England Patriots,48,187.96,113.85,Rookie,harveylangi/2558963
"Lewis, Tommylee",24.0,"West Palm Beach , FL",Northern Illinois,New Orleans Saints,87,170.18,76.2,2nd season,tommyleelewis/2556752
"Butler, Crezdon",30.0,"Asheville , NC",Clemson,Detroit Lions,41,185.42,86.64,7th season,crezdonbutler/496729
"Bailey, Dan",29.0,"Oklahoma City , OK",Oklahoma State,Dallas Cowboys,5,182.88,88.45,7th season,danbailey/2495259
"Jenkins, Malcolm",29.0,"East Orange , NJ",Ohio State,Philadelphia Eagles,27,182.88,92.53,9th season,malcolmjenkins/79848
"Redmond, Will",23.0,"Memphis , TN",Mississippi State,San Francisco 49ers,23,182.88,84.37,2nd season,willredmond/2555545
"Adams, Andrew",24.0,"Red Oak , GA",Connecticut,New York Giants,33,180.34,91.63,2nd season,andrewadams/2556456
"Johnson, Will",28.0,"Dayton , OH",West Virginia,New York Giants,46,187.96,108.86,6th season,willjohnson/163982
"Ryan, Matt",32.0,"Exton , PA",Boston College,Atlanta Falcons,2,193.04,98.43,10th season,mattryan/310
"Bullard, Jonathan",23.0,"Grover , NC",Florida,Chicago Bears,74,190.5,131.54,2nd season,jonathanbullard/2555335
"Ola, Michael",29.0,"Riverdale , GA",Hampton,Buffalo Bills,74,195.58,141.52,4th season,michaelola/2543539
"Matthews, Jake",25.0,"Missouri City , TX",Texas A&M,Atlanta Falcons,70,195.58,140.16,4th season,jakematthews/2543758
"Armbrister, Thurston",24.0,"Miami , FL",Miami (Fla.),Detroit Lions,50,190.5,106.59,3rd season,thurstonarmbrister/2553633
"King, David",27.0,"Houston , TX",Oklahoma,Kansas City Chiefs,93,193.04,127.46,2nd season,davidking/2540008
"Boldin, Anquan",36.0,"Pahokee , FL",Florida State,Detroit Lions,80,185.42,99.79,15th season,anquanboldin/2505587
"Gardner, Andrew",31.0,"Chamblee , GA",Georgia Tech,San Francisco 49ers,66,198.12,139.71,7th season,andrewgardner/71311
"Lewis, Kendrick",28.0,"New Orleans , LA",Mississippi,Baltimore Ravens,23,182.88,92.99,8th season,kendricklewis/494277
"Smith, C.J.",24.0,"Des Moines , IA",North Dakota State,Philadelphia Eagles,37,180.34,85.73,2nd season,c.j.smith/2556774
"Wade, Trevin",27.0,"Austin , TX",Arizona,New York Giants,31,177.8,86.18,6th season,trevinwade/2532965
"Okwara, Romeo",21.0,Nigeria,Notre Dame,New York Giants,78,195.58,120.2,2nd season,romeookwara/2556641
"Smith, Sean",29.0,"Pasadena , CA",Utah,Oakland Raiders,21,190.5,99.79,9th season,seansmith/2507783
"Wester, Leonard",24.0,"Anamosa , IA",Missouri Western State,Tampa Bay Buccaneers,66,198.12,138.35,2nd season,leonardwester/2556787
"Starks, James",31.0,"Niagara Falls , NY",Buffalo,Green Bay Packers,44,187.96,98.88,8th season,jamesstarks/497206
"Collins, Alex",22.0,"Plantation , FL",Arkansas,Seattle Seahawks,36,177.8,98.43,2nd season,alexcollins/2555430
"Lambo, Josh",26.0,"Lansing , MI",Texas A&M,Los Angeles Chargers,2,182.88,97.52,3rd season,joshlambo/2553833
"Stanton, Drew",33.0,"Okemos , MI",Michigan State,Arizona Cardinals,5,190.5,110.22,11th season,drewstanton/2495748
"Onwuasor, Patrick",24.0,"Inglewood , CA",Portland State,Baltimore Ravens,48,182.88,98.43,2nd season,patrickonwuasor/2556642
"Shead, DeShawn",27.0,"Palmdale , CA",Portland State,Seattle Seahawks,35,187.96,96.16,6th season,deshawnshead/2535609
"Skrine, Buster",28.0,"Decatur , GA",Tennessee-Chattanooga,New York Jets,41,175.26,83.91,7th season,busterskrine/2495343
"Geathers, Clayton",25.0,"Georgetown , SC",Central Florida,Indianapolis Colts,26,187.96,99.79,3rd season,claytongeathers/2552386
"Walker, Josh",26.0,"Spring City , TN",Middle Tennessee State,Houston Texans,73,195.58,148.78,3rd season,joshwalker/2550267
"Ray, Shane",24.0,"Kansas City , MO",Missouri,Denver Broncos,56,190.5,111.13,3rd season,shaneray/2552451
"Killings, D.J.",21.0,"Miami , FL",Central Florida,New England Patriots,29,177.8,82.1,Rookie,d.j.killings/2559028
"Dodd, Kevin",24.0,"Taylors , SC",Clemson,Tennessee Titans,93,195.58,125.64,2nd season,kevindodd/2555338
"Darby, Ronald",23.0,"Oxon Hill , MD",Florida State,Buffalo Bills,28,180.34,87.54,3rd season,ronalddarby/2552689
"Williams, Ishaq",24.0,"Brooklyn , NY",Notre Dame,New York Giants,97,193.04,114.76,1st season,ishaqwilliams/2556790
"Schum, Jacob",28.0,"Hamburg , NY",Buffalo,Green Bay Packers,10,177.8,95.71,3rd season,jacobschum/2541090
"Diggs, Stefon",23.0,"Alexandria , VA",Maryland,Minnesota Vikings,14,182.88,86.64,3rd season,stefondiggs/2552608
"Peters, Marcus",24.0,"Oakland , CA",Washington,Kansas City Chiefs,22,182.88,89.36,3rd season,marcuspeters/2552488
"Casey, Jurrell",27.0,"Long Beach , CA",USC,Tennessee Titans,99,185.42,138.35,7th season,jurrellcasey/2495476
"Alexander, Dominique",22.0,"Tulsa , OK",Oklahoma,Cleveland Browns,54,182.88,106.59,2nd season,dominiquealexander/2556843
"Gabriel, Taylor",26.0,"Dallas , TX",Abilene Christian,Atlanta Falcons,18,172.72,74.84,4th season,taylorgabriel/2550617
"Cann, A.J.",25.0,"Bamberg , SC",South Carolina,Jacksonville Jaguars,60,190.5,143.79,3rd season,a.j.cann/2552330
"Jensen, Ryan",26.0,"Fort Morgan , CO",Colorado State-Pueblo,Baltimore Ravens,66,193.04,140.61,4th season,ryanjensen/2541159
"Kreiter, Casey",26.0,"De Witt , IA",Iowa,Denver Broncos,42,185.42,113.4,2nd season,caseykreiter/2550364
"Hightower, Dont'a",27.0,"Lewisburg , TN",Alabama,New England Patriots,54,190.5,120.2,6th season,dont'ahightower/2533057
"Grimble, Xavier",24.0,"Las Vegas , NV",USC,Pittsburgh Steelers,85,193.04,118.39,2nd season,xaviergrimble/2550521
"Wisniewski, Stefen",28.0,"Pittsburgh , PA",Penn State,Philadelphia Eagles,61,190.5,138.35,7th season,stefenwisniewski/2495250
"Rogers, Eli",24.0,"Miami Gardens , FL",Louisville,Pittsburgh Steelers,17,177.8,84.82,3rd season,elirogers/2553737
"Levy, DeAndre",30.0,"Milwaukee , WI",Wisconsin,Detroit Lions,54,187.96,106.14,9th season,deandrelevy/71365
"Marks, Sen'Derrick",30.0,"Mobile , AL",Auburn,Jacksonville Jaguars,99,187.96,140.16,9th season,sen'derrickmarks/79603
"Reynolds, Ed",25.0,"Greensboro , NC",Stanford,Cleveland Browns,39,185.42,93.89,3rd season,edreynolds/2543656
"Bell, Vonn",22.0,"Chattanooga , TN",Ohio State,New Orleans Saints,48,180.34,92.99,2nd season,vonnbell/2555530
"Schraeder, Ryan",29.0,"Wichita , KS",Valdosta State,Atlanta Falcons,73,200.66,136.08,5th season,ryanschraeder/2541521
"Grant, Ryan",26.0,"Beaumont , TX",Tulane,Washington Redskins,14,182.88,91.17,4th season,ryangrant/2543759
"Wile, Matt",24.0,"San Diego , CA",Michigan,Arizona Cardinals,6,187.96,97.52,1st season,mattwile/2553622
"Suggs, Terrell",34.0,"Minneapolis , MN",Arizona State,Baltimore Ravens,55,190.5,120.2,15th season,terrellsuggs/2505660
"Branch, Alan",32.0,"Albuquerque , NM",Michigan,New England Patriots,97,198.12,158.76,11th season,alanbranch/2495561
"Lissemore, Sean",29.0,"Teaneck , NJ",William & Mary,Los Angeles Chargers,98,190.5,137.44,8th season,seanlissemore/1037896
"Shelton, Danny",23.0,"Sacramento , CA",Washington,Cleveland Browns,55,187.96,151.95,3rd season,dannyshelton/2552325
"Wiggins, Kenny",28.0,"Elk Grove , CA",Fresno State,Los Angeles Chargers,79,198.12,142.43,4th season,kennywiggins/2530556
"Lowery, Dwight",31.0,"Santa Cruz , CA",San Jose State,Los Angeles Chargers,20,180.34,96.16,10th season,dwightlowery/280
"Alexander, D.J.",25.0,"Long Beach , CA",Oregon State,Kansas City Chiefs,57,187.96,105.69,3rd season,d.j.alexander/2553442
"Ballentine, Lonnie",24.0,"Memphis , TN",Memphis,Houston Texans,39,190.5,97.52,4th season,lonnieballentine/2549940
"Ingram, Mark",27.0,"Hackensack , NJ",Alabama,New Orleans Saints,22,175.26,97.52,7th season,markingram/2495466
"Scales, Patrick",29.0,"Louisville , KY",Utah State,Chicago Bears,48,193.04,109.77,3rd season,patrickscales/2530600
"Anderson, Zaire",24.0,"Philadelphia , PA",Nebraska,Denver Broncos,50,180.34,101.6,2nd season,zaireanderson/2553489
"Shields, Sam",29.0,"Sarasota , FL",Miami (Fla.),Green Bay Packers,37,180.34,83.46,8th season,samshields/1037374
"Robinson, A'Shawn",22.0,"Fort Worth , TX",Alabama,Detroit Lions,91,190.5,145.15,2nd season,a'shawnrobinson/2555265
"Jones, DaQuan",25.0,"Johnson City , NY",Penn State,Tennessee Titans,90,193.04,146.06,4th season,daquanjones/2543504
"Dorsett, Phillip",24.0,"West Park , FL",Miami (Fla.),Indianapolis Colts,15,177.8,83.91,3rd season,phillipdorsett/2552424
"Schofield, Michael",26.0,"Orland Park , IL",Michigan,Denver Broncos,79,198.12,136.53,4th season,michaelschofield/2543732
"Ayers, Robert",31.0,"Jersey City , NJ",Tennessee,Tampa Bay Buccaneers,91,190.5,124.74,9th season,robertayers/71193
"Lockett, Tyler",24.0,"Tulsa , OK",Kansas State,Seattle Seahawks,16,177.8,82.55,3rd season,tylerlockett/2552430
"Greenway, Chad",34.0,"Mount Vernon , SD",Iowa,Minnesota Vikings,52,190.5,107.5,12th season,chadgreenway/2506881
"Schobert, Joe",23.0,"Waukesha , WI",Wisconsin,Cleveland Browns,53,185.42,111.13,2nd season,joeschobert/2555166
"Casillas, Jonathan",30.0,"Jersey City , NJ",Wisconsin,New York Giants,52,185.42,102.97,9th season,jonathancasillas/71249
"Fleming, Cameron",24.0,"Fort Hood , TX",Stanford,New England Patriots,71,198.12,145.15,4th season,cameronfleming/2543654
"Simms, Matt",28.0,"Franklin Lakes , NJ",Tennessee,Atlanta Falcons,4,190.5,95.25,4th season,mattsimms/2534889
"Arkin, David",29.0,"Wichita , KS",Missouri State,Los Angeles Rams,66,195.58,139.25,3rd season,davidarkin/2495112
"Smith, Garrison",25.0,"Marietta , GA",Georgia,Seattle Seahawks,98,185.42,140.61,4th season,garrisonsmith/2550503
"Autry, Denico",26.0,"Albemarle , NC",Mississippi State,Oakland Raiders,96,195.58,122.47,4th season,denicoautry/2550646
"Lowry, Dean",22.0,"Rockford , IL",Northwestern,Green Bay Packers,94,198.12,134.26,2nd season,deanlowry/2555274
"Berry, Eric",28.0,"Atlanta , GA",Tennessee,Kansas City Chiefs,29,182.88,96.16,8th season,ericberry/496723
"Guy, Lawrence",27.0,"Las Vegas , NV",Arizona State,New England Patriots,93,193.04,138.35,7th season,lawrenceguy/2495481
"Palmer, Nate",27.0,"Chicago , IL",Illinois State,Tennessee Titans,50,187.96,112.49,5th season,natepalmer/2541315
"Brice, Kentrell",22.0,"Ruston , LA",Louisiana Tech,Green Bay Packers,29,180.34,90.72,2nd season,kentrellbrice/2556480
"Fowler, Jalston",26.0,"Mobile , AL",Alabama,Tennessee Titans,45,180.34,115.21,3rd season,jalstonfowler/2552464
"Carter, Bruce",29.0,"Havelock , NC",North Carolina,New York Jets,54,187.96,108.86,7th season,brucecarter/2495136
"Hawkins, Josh",24.0,"Winston Salem , NC",East Carolina,Green Bay Packers,28,177.8,85.73,2nd season,joshhawkins/2556550
"Gore, Frank",34.0,"Miami , FL",Miami (Fla.),Indianapolis Colts,23,175.26,98.43,13th season,frankgore/2506404
"Berhe, Nat",25.0,"Fontana , CA",San Diego State,New York Giants,29,182.88,88.0,4th season,natberhe/2543643
"Longacre, Matt",25.0,"Rochester , MN",Northwest Missouri State,Los Angeles Rams,96,190.5,117.93,3rd season,mattlongacre/2553722
"Norris, Jared",23.0,"Bakersfield , CA",Utah,Carolina Panthers,52,185.42,108.86,2nd season,jarednorris/2556862
"Lewis-Harris, Chris",28.0,"Riverdale , GA",Tennessee-Chattanooga,Baltimore Ravens,31,177.8,83.91,5th season,chrislewis-harris/2538147
"Lechler, Shane",40.0,"Sealy , TX",Texas A&M,Houston Texans,9,187.96,104.33,18th season,shanelechler/2504319
"Paysinger, Spencer",28.0,"Los Angeles , CA",Oregon,Miami Dolphins,42,187.96,112.94,7th season,spencerpaysinger/2530855
"Toomer, Korey",28.0,"North Las Vegas , NV",Idaho,Los Angeles Chargers,56,187.96,106.59,4th season,koreytoomer/2534567
"Marshall, Byron",23.0,"San Jose , CA",Oregon,Philadelphia Eagles,39,175.26,91.17,1st season,byronmarshall/2556841
"Lee, Darron",22.0,"Chattanooga , TN",Ohio State,New York Jets,50,185.42,105.23,2nd season,darronlee/2555322
"Smith, D'Joun",24.0,"Miami , FL",Florida Atlantic,Tennessee Titans,20,180.34,87.54,2nd season,d'jounsmith/2552253
"Campbell, Ibraheim",25.0,"Germantown, Philadelphia Co. , PA",Northwestern,Cleveland Browns,24,180.34,94.35,3rd season,ibraheimcampbell/2552605
"Veldheer, Jared",29.0,"Grand Rapids , MI",Hillsdale,Arizona Cardinals,68,203.2,145.6,8th season,jaredveldheer/497061
"Fua, Alani",25.0,"San Fernando , CA",Brigham Young,Arizona Cardinals,59,195.58,106.14,3rd season,alanifua/2553523
"Griffin III, Robert",27.0,Okinawa Japan,Baylor,Cleveland Browns,10,187.96,98.88,6th season,robertgriffiniii/2533033
"Buckner, DeForest",23.0,"Waianae , HI",Oregon,San Francisco 49ers,99,200.66,136.08,2nd season,deforestbuckner/2555275
"Cousins, Kirk",28.0,"Barrington , IL",Michigan State,Washington Redskins,8,190.5,95.25,6th season,kirkcousins/2532820
"Bowman, NaVorro",29.0,"District Heights , MD",Penn State,San Francisco 49ers,53,182.88,109.77,8th season,navorrobowman/2508088
"Cushing, Brian",30.0,"Park Ridge , NJ",USC,Houston Texans,56,190.5,115.67,9th season,briancushing/80421
"Therezie, Robenson",25.0,"Miami , FL",Auburn,New Orleans Saints,35,175.26,96.16,3rd season,robensontherezie/2553607
"Washington, DeAndre",24.0,"Houston , TX",Texas Tech,Oakland Raiders,33,172.72,92.53,2nd season,deandrewashington/2555464
"Amos, Adrian",24.0,"Baltimore , MD",Penn State,Chicago Bears,38,182.88,97.07,3rd season,adrianamos/2552385
