playerName,age,hometown,college,team,number,height,weight,experience,id
"Powell, Walt",25.0,"St. Louis , MO",Murray State,Buffalo Bills,19,182.88,85.73,3rd season,waltpowell/2543619
"Jenkins, Cullen",36.0,"Detroit , MI",Central Michigan,Washington Redskins,73,187.96,138.35,14th season,cullenjenkins/2505363
"Pericak, Will",27.0,"Boulder , CO",Colorado,Seattle Seahawks,75,190.5,136.08,2nd season,willpericak/2541738
"Worthy, Jerel",27.0,"Dayton , OH",Michigan State,Buffalo Bills,94,187.96,139.71,4th season,jerelworthy/2533052
"Jones, Arthur",31.0,"Rochester , NY",Syracuse,Indianapolis Colts,97,190.5,145.15,8th season,arthurjones/2508055
"Hopkins, Dustin",26.0,"Austin , TX",Florida State,Washington Redskins,3,187.96,93.44,4th season,dustinhopkins/2539227
"Richardson, Paul",25.0,"Los Angeles , CA",Colorado,Seattle Seahawks,10,182.88,83.01,4th season,paulrichardson/2543491
"Lawson, Shaq",22.0,"Lake Wylie , SC",Clemson,Buffalo Bills,90,190.5,122.47,2nd season,shaqlawson/2555252
"Spence, Noah",23.0,"Philadelphia , PA",Eastern Kentucky,Tampa Bay Buccaneers,57,187.96,113.85,2nd season,noahspence/2555312
"Hogan, Kevin",24.0,"McLean , VA",Stanford,Cleveland Browns,8,190.5,98.43,2nd season,kevinhogan/2555263
"Zettel, Anthony",24.0,"Tawas City , MI",Penn State,Detroit Lions,69,193.04,122.47,2nd season,anthonyzettel/2555268
"Miller, Von",28.0,"Dallas , TX",Texas A&M,Denver Broncos,58,190.5,113.4,7th season,vonmiller/2495202
"McCoy, Gerald",29.0,"Oklahoma City , OK",Oklahoma,Tampa Bay Buccaneers,93,193.04,136.08,8th season,geraldmccoy/496816
"Olatoye, Deji",25.0,"Cleveland , OH",North Carolina A&T,Atlanta Falcons,30,185.42,92.99,3rd season,dejiolatoye/2550236
"Schwartz, Mitchell",27.0,"Los Angeles , CA",California,Kansas City Chiefs,71,195.58,145.15,6th season,mitchellschwartz/2532945
"Stuckey, Darrell",29.0,"Kansas City , KS",Kansas,Los Angeles Chargers,25,180.34,96.16,8th season,darrellstuckey/494309
"Anderson, Colt",31.0,"Butte , MT",Montana,Buffalo Bills,33,177.8,88.45,8th season,coltanderson/2507597
"Griffin, Michael",32.0,"Austin , TX",Texas,Carolina Panthers,22,182.88,97.52,11th season,michaelgriffin/2495614
"Kessler, Cody",24.0,"Bakersfield , CA",USC,Cleveland Browns,6,185.42,97.52,2nd season,codykessler/2555387
"Dareus, Marcell",27.0,"Birmingham , AL",Alabama,Buffalo Bills,99,190.5,150.14,7th season,marcelldareus/2495478
"Morris, Alfred",28.0,"Pensacola , FL",Florida Atlantic,Dallas Cowboys,46,177.8,101.6,6th season,alfredmorris/2533457
"Thomas, Joe",26.0,"Aiken , SC",South Carolina State,Green Bay Packers,48,185.42,102.97,3rd season,joethomas/2550262
"Larsen, Tyler",25.0,"Salt Lake City , UT",Utah,Carolina Panthers,69,193.04,151.95,2nd season,tylerlarsen/2550493
"Solder, Nate",29.0,"Denver , CO",Colorado,New England Patriots,77,203.2,147.42,7th season,natesolder/2495232
"Davis, Vernon",33.0,"Washington , DC",Maryland,Washington Redskins,85,190.5,112.49,12th season,vernondavis/2495826
"Ward, Jihad",23.0,"Philadelphia , PA",Illinois,Oakland Raiders,95,195.58,134.72,2nd season,jihadward/2555248
"Bullock, Randy",27.0,"Lafayette , LA",Texas A&M,Cincinnati Bengals,4,175.26,93.44,6th season,randybullock/2533444
"Prosise, C.J.",23.0,"Hopewell , VA",Notre Dame,Seattle Seahawks,22,185.42,99.79,2nd season,c.j.prosise/2555417
"Nsekhe, Ty",31.0,"Brooklyn , NY",Texas State,Washington Redskins,79,203.2,151.95,3rd season,tynsekhe/2538176
"Wallace, Mike",30.0,"New Orleans , LA",Mississippi,Baltimore Ravens,17,182.88,92.99,9th season,mikewallace/2507763
"Dent, Akeem",29.0,"Atlanta , GA",Georgia,Houston Texans,50,185.42,113.4,7th season,akeemdent/2495276
"Novak, Nick",35.0,"San Diego , CA",Maryland,Houston Texans,8,182.88,90.72,10th season,nicknovak/2506194
"Stephenson, Donald",28.0,"Kansas City , MO",Oklahoma,Denver Broncos,71,198.12,141.52,6th season,donaldstephenson/2532993
"Montgomery, Ty",24.0,"Jackson , MS",Stanford,Green Bay Packers,88,182.88,97.98,3rd season,tymontgomery/2552429
"Seferian-Jenkins, Austin",24.0,"Fox Island , WA",Washington,New York Jets,88,195.58,118.84,4th season,austinseferian-jenkins/2543683
"Kalil, Ryan",32.0,"Tucson , AZ",USC,Carolina Panthers,67,187.96,136.08,11th season,ryankalil/2495655
"Boehm, Evan",23.0,"Lee's Summit , MO",Missouri,Arizona Cardinals,70,187.96,140.61,2nd season,evanboehm/2555181
"Crawley, Ken",24.0,"Washington , DC",Colorado,New Orleans Saints,46,185.42,81.65,2nd season,kencrawley/2556735
"Gradkowski, Gino",28.0,"Pittsburgh , PA",Delaware,Carolina Panthers,66,190.5,136.08,6th season,ginogradkowski/2534764
"Pitts, Lafayette",24.0,"Duquesne , PA",Pittsburgh,Miami Dolphins,40,177.8,88.9,2nd season,lafayettepitts/2556652
"Barnes, Khalif",35.0,"San Diego , CA",Washington,New Orleans Saints,77,198.12,145.15,12th season,khalifbarnes/2506391
"Sproles, Darren",33.0,"Waterloo , IA",Kansas State,Philadelphia Eagles,43,167.64,86.18,13th season,darrensproles/2506467
"West, Charcandrick",26.0,"Shreveport , LA",Abilene Christian,Kansas City Chiefs,35,177.8,92.99,4th season,charcandrickwest/2550268
"Bailey, Alvin",25.0,"Broken Arrow , OK",Arkansas,Cleveland Browns,78,190.5,145.15,5th season,alvinbailey/2540182
"Todman, Jordan",27.0,"New Bedford , MA",Connecticut,Indianapolis Colts,28,177.8,90.72,5th season,jordantodman/2495472
"Ripkowski, Aaron",24.0,"Dayton , TX",Oklahoma,Green Bay Packers,22,185.42,111.58,3rd season,aaronripkowski/2552477
"Gratz, Dwayne",27.0,"Piscataway , NJ",Connecticut,Philadelphia Eagles,36,180.34,90.26,5th season,dwaynegratz/2539946
"McDonald, Clinton",30.0,"Jacksonville , AR",Memphis,Tampa Bay Buccaneers,98,187.96,134.72,9th season,clintonmcdonald/89758
"Ryan, Jon",35.0,"Regina , Saskatchewan",Regina (Canada),Seattle Seahawks,9,182.88,98.43,12th season,jonryan/2506613
"Roberts, Elandon",23.0,"Port Arthur , TX",Houston,New England Patriots,52,180.34,106.59,2nd season,elandonroberts/2556119
"Vaeao, Destiny",23.0,Pago Pago American Samoa,Washington State,Philadelphia Eagles,97,190.5,135.62,2nd season,destinyvaeao/2556786
"Barber, Peyton",22.0,"Roswell , GA",Auburn,Tampa Bay Buccaneers,43,177.8,102.06,2nd season,peytonbarber/2556466
"Washington, Adolphus",22.0,"Cincinnati , OH",Ohio State,Buffalo Bills,92,193.04,133.81,2nd season,adolphuswashington/2555235
"Wolfe, Derek",27.0,"Syracuse , OH",Cincinnati,Denver Broncos,95,195.58,129.27,6th season,derekwolfe/2533026
"Hundley, Brett",23.0,"Phoenix , AZ",UCLA,Green Bay Packers,7,190.5,102.51,3rd season,bretthundley/2552588
"Scandrick, Orlando",30.0,"Los Angeles Co. , CA",Boise State,Dallas Cowboys,32,177.8,88.9,10th season,orlandoscandrick/2307
"Bradberry, James",23.0,"Birmingham , AL",Samford,Carolina Panthers,24,185.42,95.25,2nd season,jamesbradberry/2555175
"Gregory, Randy",24.0,"Jacksonville , FL",Nebraska,Dallas Cowboys,94,195.58,115.67,2nd season,randygregory/2552446
"Hitchens, Anthony",24.0,"Lorain , OH",Iowa,Dallas Cowboys,59,182.88,106.59,4th season,anthonyhitchens/2543592
"Onyemata, David",24.0,Lagos Nigeria,Manitoba (Canada),New Orleans Saints,93,190.5,136.08,2nd season,davidonyemata/2556274
"Suh, Ndamukong",30.0,"Portland , OR",Nebraska,Miami Dolphins,93,193.04,138.35,8th season,ndamukongsuh/496861
"Lampman, Jake",23.0,"Lansing , MI",Ferris State,New Orleans Saints,19,182.88,92.99,2nd season,jakelampman/2556882
"Gholston, William",25.0,"Detroit , MI",Michigan State,Tampa Bay Buccaneers,92,198.12,127.46,5th season,williamgholston/2540176
"Tukuafu, Will",33.0,"Salt Lake City , UT",Oregon,Seattle Seahawks,46,187.96,127.01,8th season,willtukuafu/2527672
"Easley, Marcus",29.0,"Bridgeport , CT",Connecticut,Buffalo Bills,81,187.96,98.43,6th season,marcuseasley/497286
"Agholor, Nelson",24.0,Nigeria,USC,Philadelphia Eagles,17,182.88,89.81,3rd season,nelsonagholor/2552600
"Beavers, Willie",23.0,"Southfield , MI",Western Michigan,Minnesota Vikings,64,195.58,146.06,2nd season,williebeavers/2555208
"Muhlbach, Don",35.0,"Newark , OH",Texas A&M,Detroit Lions,48,193.04,117.03,14th season,donmuhlbach/2505801
"Beasley, Cole",28.0,"Houston , TX",Southern Methodist,Dallas Cowboys,11,172.72,81.65,6th season,colebeasley/2535698
"Jones, Colin",29.0,"Bridgeport , TX",Texas Christian,Carolina Panthers,42,182.88,92.99,7th season,colinjones/2499257
"Dorsey, Glenn",31.0,"Baton Rouge , LA",LSU,San Francisco 49ers,90,185.42,134.72,10th season,glenndorsey/218
"Franklin, Orlando",29.0,Kingston Jamaica,Miami (Fla.),Los Angeles Chargers,74,198.12,142.88,7th season,orlandofranklin/2495151
"Humphries, D.J.",23.0,"Durham , NC",Florida,Arizona Cardinals,74,195.58,139.25,3rd season,d.j.humphries/2552626
"Slay, Darius",26.0,"Brunswick , GA",Mississippi State,Detroit Lions,23,182.88,86.18,5th season,dariusslay/2540288
"Robinson, Josh",26.0,"Fort Lauderdale , FL",Central Florida,Tampa Bay Buccaneers,26,177.8,90.72,6th season,joshrobinson/2533542
"Farley, Matthias",24.0,"Charlotte , NC",Notre Dame,Indianapolis Colts,41,180.34,95.25,2nd season,matthiasfarley/2556429
"Doss, Lorenzo",23.0,"New Orleans , LA",Tulane,Denver Broncos,37,180.34,84.82,3rd season,lorenzodoss/2552599
"Jerod-Eddie, Tony",27.0,"Dallas , TX",Texas A&M,San Francisco 49ers,63,195.58,136.53,5th season,tonyjerod-eddie/2534866
"Incognito, Richie",33.0,"Englewood , NJ",Nebraska,Buffalo Bills,64,190.5,144.7,11th season,richieincognito/2506420
"Stewart, Darian",28.0,"Huntsville , AL",South Carolina,Denver Broncos,26,180.34,97.07,8th season,darianstewart/494307
"Armstead, Arik",23.0,"Sacramento , CA",Oregon,San Francisco 49ers,91,200.66,132.45,3rd season,arikarmstead/2552493
"Jenkins, Jordan",22.0,"Houston , TX",Georgia,New York Jets,48,190.5,117.48,2nd season,jordanjenkins/2555256
"Richardson, Sheldon",26.0,"St. Louis , MO",Missouri,New York Jets,91,190.5,133.36,5th season,sheldonrichardson/2540142
"Posluszny, Paul",32.0,"Butler , PA",Penn State,Jacksonville Jaguars,51,187.96,105.23,11th season,paulposluszny/2495712
"Olawale, Jamize",28.0,"San Francisco , CA",North Texas,Oakland Raiders,49,185.42,108.86,5th season,jamizeolawale/2536044
"Maclin, Jeremy",29.0,"Chesterfield , MO",Missouri,Kansas City Chiefs,19,182.88,89.81,9th season,jeremymaclin/80429
"Dye, Donteea",23.0,"Cincinnati , OH",Heidelberg,Tampa Bay Buccaneers,17,182.88,88.45,2nd season,donteeadye/2553876
"Tomlinson, Laken",25.0,Jamaica,Duke,Detroit Lions,72,190.5,141.52,3rd season,lakentomlinson/2552345
"Williams, DeAngelo",34.0,"Little Rock , AR",Memphis,Pittsburgh Steelers,34,175.26,93.89,12th season,deangelowilliams/2495979
"Tobin, Matt",27.0,"Worthington , IA",Iowa,Philadelphia Eagles,64,198.12,131.54,5th season,matttobin/2541946
"Wilber, Kyle",28.0,"Orlando , FL",Wake Forest,Dallas Cowboys,51,193.04,111.13,6th season,kylewilber/2532974
"Ott, Tyler",25.0,"Tulsa , OK",Harvard,Seattle Seahawks,69,190.5,114.31,1st season,tylerott/2550590
"Pierce, Michael",24.0,"New Orleans , LA",Samford,Baltimore Ravens,78,182.88,153.77,2nd season,michaelpierce/2556650
"Hopkins, DeAndre",25.0,"Central , SC",Clemson,Houston Texans,10,185.42,97.52,5th season,deandrehopkins/2540165
"Bell, Joique",30.0,"Benton Harbor , MI",Wayne State (Mich.),Detroit Lions,44,180.34,104.78,7th season,joiquebell/497145
"Boykin, Trevone",23.0,"Mesquite , TX",Texas Christian,Seattle Seahawks,2,182.88,96.62,2nd season,trevoneboykin/2556477
"Lucas, Jordan",23.0,"White Plains , NY",Penn State,Miami Dolphins,21,182.88,92.53,2nd season,jordanlucas/2555542
"Vaitai, Halapoulivaati",23.0,"Haltom City , TX",Texas Christian,Philadelphia Eagles,72,198.12,145.15,2nd season,halapoulivaativaitai/2555196
"Reilly, Trevor",29.0,"Valley Center , CA",Utah,Miami Dolphins,57,195.58,111.13,3rd season,trevorreilly/2543676
"Hunt, Joey",23.0,"Palacios , TX",Texas Christian,Seattle Seahawks,53,187.96,135.62,2nd season,joeyhunt/2555185
"Jackson, William",24.0,"Houston , TX",Houston,Cincinnati Bengals,22,182.88,85.73,2nd season,williamjackson/2556367
"Grimes, Jonathan",27.0,"Willingboro , NJ",William & Mary,Houston Texans,41,177.8,95.25,5th season,jonathangrimes/2534770
"Harris, Michael",28.0,"Oakland , CA",UCLA,Minnesota Vikings,79,195.58,153.31,5th season,michaelharris/2536025
"Gates, Antonio",36.0,"Detroit , MI",Kent State,Los Angeles Chargers,85,193.04,115.67,15th season,antoniogates/2505299
"Treadwell, Laquon",21.0,"Chicago , IL",Mississippi,Minnesota Vikings,11,187.96,97.52,2nd season,laquontreadwell/2555214
"Harris, Erik",27.0,"Los Angeles , CA",California (PA),New Orleans Saints,30,190.5,102.06,2nd season,erikharris/2555568
"Martin, Kareem",25.0,"Roanoke Rapids , NC",North Carolina,Arizona Cardinals,96,198.12,123.38,4th season,kareemmartin/2543738
"Johnson, David",29.0,"Pine Bluff , AR",Arkansas State,Pittsburgh Steelers,82,187.96,117.93,9th season,davidjohnson/79589
"Smith, Tyron",26.0,"Los Angeles , CA",USC,Dallas Cowboys,77,195.58,145.15,7th season,tyronsmith/2495435
"Winston, Eric",33.0,"Midland , TX",Miami (Fla.),Cincinnati Bengals,73,200.66,140.61,11th season,ericwinston/2495986
"Parker, DeVante",24.0,"Louisville , KY",Louisville,Miami Dolphins,11,190.5,96.16,3rd season,devanteparker/2552409
"Campbell, De'Vondre",23.0,"Fort Myers , FL",Minnesota,Atlanta Falcons,59,190.5,106.14,2nd season,de'vondrecampbell/2555255
"Frese, Nolan",24.0,"Fullerton , CA",Houston,Seattle Seahawks,48,187.96,105.69,2nd season,nolanfrese/2557135
"Carey, Don",30.0,"Grand Rapids , MI",Norfolk State,Detroit Lions,26,180.34,91.63,9th season,doncarey/2507793
"Core, Cody",23.0,"Auburn , AL",Mississippi,Cincinnati Bengals,16,190.5,95.25,2nd season,codycore/2555331
"Roethlisberger, Ben",35.0,"Lima , OH",Miami (Ohio),Pittsburgh Steelers,7,195.58,108.86,14th season,benroethlisberger/2506109
"Williams, Tyrell",25.0,"Salem , OR",Western Oregon,Los Angeles Chargers,16,193.04,92.99,3rd season,tyrellwilliams/2553913
"Manning, Eli",36.0,"New Orleans , LA",Mississippi,New York Giants,10,193.04,98.88,14th season,elimanning/2505996
"Frederick, Travis",26.0,"Sharon , WI",Wisconsin,Dallas Cowboys,72,193.04,144.24,5th season,travisfrederick/2540161
"Butler, Malcolm",27.0,"Vicksburg , MS",West Alabama,New England Patriots,21,180.34,86.18,4th season,malcolmbutler/2550613
"Price, Brian",22.0,"Lafayette , IN",Texas-San Antonio,Green Bay Packers,96,190.5,144.24,1st season,brianprice/2556657
"Stanley, Ronnie",23.0,"Los Angeles , CA",Notre Dame,Baltimore Ravens,79,198.12,145.15,2nd season,ronniestanley/2555204
"Williams, P.J.",24.0,"Ocala , FL",Florida State,New Orleans Saints,25,182.88,88.9,3rd season,p.j.williams/2552484
"Littleton, Cory",23.0,"San Diego , CA",Washington,Los Angeles Rams,58,190.5,102.97,2nd season,corylittleton/2556593
"Reed, Chris",24.0,"Cedar Rapids , IA",Minnesota State,Jacksonville Jaguars,64,195.58,140.61,2nd season,chrisreed/2553679
"Fisher, Jake",24.0,"Traverse City , MI",Oregon,Cincinnati Bengals,74,198.12,138.35,3rd season,jakefisher/2552360
"Hurns, Allen",25.0,"Miami , FL",Miami (Fla.),Jacksonville Jaguars,88,190.5,91.17,4th season,allenhurns/2550353
"Alford, Mario",25.0,"Greenville , GA",West Virginia,Cleveland Browns,15,175.26,81.65,2nd season,marioalford/2552650
"Johnson, Duke",23.0,"Miami , FL",Miami (Fla.),Cleveland Browns,29,175.26,95.25,3rd season,dukejohnson/2552461
"Bulaga, Bryan",28.0,"Barrington , IL",Iowa,Green Bay Packers,75,195.58,142.43,8th season,bryanbulaga/496988
"Jones, Matt",24.0,"Tampa , FL",Florida,Washington Redskins,31,187.96,105.23,3rd season,mattjones/2552635
"Vinatieri, Adam",44.0,"Yankton , SD",South Dakota State,Indianapolis Colts,4,182.88,93.44,22nd season,adamvinatieri/2503471
"Mitchell, Malcolm",24.0,"Valdosta , GA",Georgia,New England Patriots,19,180.34,90.72,2nd season,malcolmmitchell/2555216
"Hawkins, Jerald",23.0,"Baldwin , LA",LSU,Pittsburgh Steelers,65,198.12,138.35,2nd season,jeraldhawkins/2555420
"Bynes, Josh",27.0,"Pompano Beach , FL",Auburn,Detroit Lions,57,185.42,106.59,6th season,joshbynes/2530491
"Reid, Eric",25.0,"Baton Rouge , LA",LSU,San Francisco 49ers,35,185.42,96.62,5th season,ericreid/2540152
"Kern, Brett",31.0,"Grand Island , NY",Toledo,Tennessee Titans,6,187.96,97.07,10th season,brettkern/4263
"Mosley, C.J.",24.0,"Mobile , AL",Alabama,Baltimore Ravens,57,187.96,109.32,4th season,c.j.mosley/2543464
"Reece, Marcel",31.0,"Los Angeles Co. , CA",Washington,Seattle Seahawks,44,185.42,113.4,7th season,marcelreece/4433
"Hali, Tamba",33.0,Gbanga Liberia,Penn State,Kansas City Chiefs,91,190.5,124.74,12th season,tambahali/2506883
"Dahl, Joe",24.0,"Spokane Valley , WA",Washington State,Detroit Lions,66,193.04,138.35,2nd season,joedahl/2555136
"Johnson, Chris",31.0,"Orlando , FL",East Carolina,Arizona Cardinals,23,180.34,92.08,10th season,chrisjohnson/262
"Brinkley, Beau",27.0,"Kansas City , MO",Missouri,Tennessee Titans,48,193.04,117.93,6th season,beaubrinkley/2535701
"Coleman, Brandon",24.0,"District Heights , MD",Rutgers,New Orleans Saints,16,198.12,102.06,3rd season,brandoncoleman/2550328
"Johnson, Steve",30.0,"San Francisco , CA",Kentucky,Los Angeles Chargers,11,187.96,93.89,10th season,stevejohnson/768
"Hillman, Ronnie",25.0,"Long Beach , CA",San Diego State,Los Angeles Chargers,36,177.8,88.45,6th season,ronniehillman/2533437
"Turner, Billy",25.0,"Shoreview , MN",North Dakota State,Denver Broncos,70,195.58,140.61,4th season,billyturner/2543740
"Reed, Jordan",26.0,"New London , CT",Florida,Washington Redskins,86,187.96,111.58,5th season,jordanreed/2540160
"Riddick, Theo",26.0,"Manville , NJ",Notre Dame,Detroit Lions,25,175.26,91.17,5th season,theoriddick/2540020
"Williams, Kasen",24.0,"Issaquah , WA",Washington,Seattle Seahawks,18,185.42,99.34,2nd season,kasenwilliams/2554138
"North, Marquez",22.0,"Charlotte , NC",Tennessee,Los Angeles Rams,3,193.04,97.98,2nd season,marqueznorth/2556636
"Maualuga, Rey",30.0,"Fort Sill , OK",USC,Cincinnati Bengals,58,187.96,117.03,9th season,reymaualuga/79852
"Morgan, David",24.0,"Buchanan Dam , TX",Texas-San Antonio,Minnesota Vikings,89,193.04,120.2,2nd season,davidmorgan/2555306
"Gordon, Melvin",24.0,"Kenosha , WI",Wisconsin,Los Angeles Chargers,28,185.42,97.52,3rd season,melvingordon/2552469
"Freeney, Dwight",37.0,"Hartford , CT",Syracuse,Atlanta Falcons,93,185.42,121.56,16th season,dwightfreeney/2505016
"Brown, Marlon",26.0,"Memphis , TN",Georgia,Denver Broncos,15,195.58,97.07,5th season,marlonbrown/2540005
"Mathis, Evan",35.0,"Birmingham , AL",Alabama,Arizona Cardinals,69,195.58,136.53,13th season,evanmathis/2506418
"Reid, Jah",28.0,"Kissimmee , FL",Central Florida,Kansas City Chiefs,75,200.66,147.42,7th season,jahreid/2495434
"Landrum, Chris",24.0,"Meridian , MS",Jacksonville State,Los Angeles Chargers,46,187.96,111.13,2nd season,chrislandrum/2556809
"Amerson, David",25.0,"Honolulu , HI",North Carolina State,Oakland Raiders,29,185.42,92.99,5th season,davidamerson/2540170
"Cooper, Jonathan",27.0,"Wilmington , NC",North Carolina,Dallas Cowboys,64,187.96,140.61,5th season,jonathancooper/2539272
"Lee, Sean",30.0,"Pittsburgh , PA",Penn State,Dallas Cowboys,50,187.96,107.95,8th season,seanlee/496937
"Willson, Luke",27.0,"Windsor , Ontario",Rice,Seattle Seahawks,82,195.58,114.31,5th season,lukewillson/2541199
"Banjo, Chris",27.0,"Houston , TX",Southern Methodist,New Orleans Saints,37,177.8,93.89,4th season,chrisbanjo/2541192
"Hamilton, Antonio",24.0,"Johnston , SC",South Carolina State,Oakland Raiders,32,182.88,85.28,2nd season,antoniohamilton/2556804
"Smith, Keith",25.0,"Pomona , CA",San Jose State,Dallas Cowboys,41,182.88,105.23,4th season,keithsmith/2550400
"Ellerbe, Dannell",31.0,"Hamlet , NC",Georgia,New Orleans Saints,59,185.42,111.13,9th season,dannellellerbe/79844
"Bolden, Brandon",27.0,"Baton Rouge , LA",Mississippi,New England Patriots,38,180.34,99.79,6th season,brandonbolden/2532797
"Adams, Jerell",24.0,"Pinewood , SC",South Carolina,New York Giants,89,195.58,112.04,2nd season,jerelladams/2555311
"Wichmann, Cody",25.0,"Tucson , AZ",Fresno State,Los Angeles Rams,69,195.58,144.7,3rd season,codywichmann/2553332
"Brown, Jatavis",23.0,"Belle Glade , FL",Akron,Los Angeles Chargers,57,180.34,100.24,2nd season,jatavisbrown/2556148
"Babineaux, Jonathan",35.0,"Port Arthur , TX",Iowa,Atlanta Falcons,95,187.96,136.08,13th season,jonathanbabineaux/2506398
"Phillips, Adrian",25.0,"Dallas , TX",Texas,Los Angeles Chargers,31,180.34,95.25,3rd season,adrianphillips/2550842
"Kilgore, Daniel",29.0,"Kingsport , TN",Appalachian State,San Francisco 49ers,67,190.5,139.71,7th season,danielkilgore/2495299
"Wilson, Jarrod",23.0,"Akron , OH",Michigan,Jacksonville Jaguars,47,185.42,94.8,2nd season,jarrodwilson/2556711
"Lewis, Patrick",26.0,"Metairie , LA",Texas A&M,Buffalo Bills,67,185.42,141.07,5th season,patricklewis/2541855
"Addison, Mario",29.0,"Birmingham , AL",Troy,Carolina Panthers,97,190.5,117.93,7th season,marioaddison/2530474
"Cooper, Pharoh",22.0,"Saginaw , MI",South Carolina,Los Angeles Rams,10,180.34,93.89,2nd season,pharohcooper/2555419
"Harrison, Damon",28.0,"New Iberia , LA",William Penn,New York Giants,98,193.04,158.76,6th season,damonharrison/2535718
"Rambo, Bacarri",26.0,"Donalsonville , GA",Georgia,Miami Dolphins,30,182.88,95.71,5th season,bacarrirambo/2539234
"Brown, Malcom",23.0,"Brenham , TX",Texas,New England Patriots,90,187.96,145.15,3rd season,malcombrown/2552483
"Burns, Artie",22.0,"Miami , FL",Miami (Fla.),Pittsburgh Steelers,25,182.88,89.36,2nd season,artieburns/2555344
"Watkins, Sammy",23.0,"Fort Myers , FL",Clemson,Buffalo Bills,14,185.42,95.71,4th season,sammywatkins/2543457
"Murray, DeMarco",29.0,"Las Vegas , NV",Oklahoma,Tennessee Titans,29,185.42,99.79,7th season,demarcomurray/2495207
"Seumalo, Isaac",23.0,"Honolulu , HI",Oregon State,Philadelphia Eagles,73,193.04,137.44,2nd season,isaacseumalo/2555495
"Ansah, Ezekiel",28.0,Accra Ghana,Brigham Young,Detroit Lions,94,195.58,124.74,5th season,ezekielansah/2539931
"Wesley, De'Ondre",24.0,"Oakland , CA",Brigham Young,Baltimore Ravens,77,198.12,147.87,3rd season,de'ondrewesley/2553763
"Person, Mike",28.0,"Glendive , MT",Montana State,Kansas City Chiefs,68,193.04,136.08,7th season,mikeperson/2508140
"Roby, Bradley",25.0,"Fort Worth , TX",Ohio State,Denver Broncos,29,180.34,88.0,4th season,bradleyroby/2543505
"Tannehill, Ryan",28.0,"Lubbock , TX",Texas A&M,Miami Dolphins,17,193.04,97.98,6th season,ryantannehill/2532956
"Mercilus, Whitney",26.0,"Akron , OH",Illinois,Houston Texans,59,193.04,120.2,6th season,whitneymercilus/2533049
"Kerrigan, Ryan",28.0,"Muncie , IN",Purdue,Washington Redskins,91,193.04,120.2,7th season,ryankerrigan/2495190
"Lewis, Marcedes",33.0,"Los Alamitos , CA",UCLA,Jacksonville Jaguars,89,198.12,127.01,12th season,marcedeslewis/2495888
"Flowers, Ereck",23.0,"Topeka , KS",Miami (Fla.),New York Giants,74,198.12,149.23,3rd season,ereckflowers/2552452
"Ball, Neiron",24.0,"Jackson , GA",Florida,Oakland Raiders,58,190.5,106.59,3rd season,neironball/2552680
"Brown, Daniel",25.0,"Windsor , VA",James Madison,Chicago Bears,85,195.58,110.22,3rd season,danielbrown/2553900
"Avril, Cliff",31.0,"Jacksonville , FL",Purdue,Seattle Seahawks,56,190.5,117.93,10th season,cliffavril/1330
"McPhee, Pernell",28.0,"Orlando , FL",Mississippi State,Chicago Bears,92,190.5,123.83,7th season,pernellmcphee/2495201
"Beatty, Will",32.0,"York , PA",Connecticut,New York Giants,65,198.12,144.7,9th season,willbeatty/2507782
"Gwacham, Obum",26.0,Onitsha Nigeria,Oregon State,New Orleans Saints,58,195.58,111.58,3rd season,obumgwacham/2552637
"Cross, Alan",24.0,"Memphis , TN",Memphis,Tampa Bay Buccaneers,45,185.42,111.13,2nd season,alancross/2556508
"Shatley, Tyler",26.0,"Rutherford College , NC",Clemson,Jacksonville Jaguars,69,190.5,138.8,3rd season,tylershatley/2550398
"Harris, De'Vante",22.0,"Cedar Hill , TX",Texas A&M,New Orleans Saints,21,180.34,86.18,2nd season,de'vanteharris/2556833
"Neasman, Sharrod",25.0,"Sarasota , FL",Florida Atlantic,Atlanta Falcons,20,180.34,96.62,2nd season,sharrodneasman/2556443
"Newton, Cam",28.0,"Atlanta , GA",Auburn,Carolina Panthers,1,195.58,111.13,7th season,camnewton/2495455
"Hicks, Jordan",24.0,"Colorado Springs , CO",Texas,Philadelphia Eagles,58,185.42,107.05,3rd season,jordanhicks/2552315
"Thompson, Mykkele",24.0,Naples Italy,Texas,New York Giants,22,182.88,87.54,3rd season,mykkelethompson/2553438
"Redmond, Alex",22.0,"Long Beach , CA",UCLA,Cincinnati Bengals,62,195.58,133.36,1st season,alexredmond/2556662
"Robinson, Khiry",27.0,"Midland , TX",West Texas A&M,New York Jets,31,182.88,99.79,4th season,khiryrobinson/2542022
"Caldwell, Trey",23.0,"Dallas , TX",Louisiana-Monroe,Cleveland Browns,31,175.26,83.91,1st season,treycaldwell/2556372
"Kuechly, Luke",26.0,"Cincinnati , OH",Boston College,Carolina Panthers,59,190.5,107.95,6th season,lukekuechly/2533056
"Lynch, Paxton",23.0,"San Antonio , TX",Memphis,Denver Broncos,12,200.66,110.68,2nd season,paxtonlynch/2555316
"Williams, Marcus",26.0,"Dayton , OH",North Dakota State,New York Jets,20,180.34,88.9,4th season,marcuswilliams/2550605
"Penn, Donald",34.0,"Los Angeles , CA",Utah State,Oakland Raiders,72,193.04,142.88,12th season,donaldpenn/2506706
